sender_address,total_burned_dwl,win_type
0x67e0c1e9bf2fede79e5c1f8ea42ec818d44b7ac8,0.000099349333835049,raffle
0x5882e5bec3b34f46ec516b7e4f7ed5c604e8f42b,0.00010284842253177,raffle
0xfba5c010a0a353dc48bc17403459d9c7c7f28950,0.00004174838035275,raffle
0x34852016eca9f04373c9c98b72dbc00a75770104,0.00121394183229552,raffle
0x2d07965172ea2c7574371fd6f848363ec15b36ed,0.000093219018807306,raffle
0xe584ba1f5085183e87ddb43848a6098ab2d1673a,0.00445240645621375,raffle
0xacefda8d0ae620a54b2f6f60259ba50e023f7b24,0.005359565326374597,raffle
0x15c3da0697f4e1508eb7f497860e3d2e19e3dd4a,0.000169428857719951,raffle
0x8c9256d48029b36af7a5e3340f3e828e0054de45,0.001,raffle
0x4b3b0a6c0bacb088b6b0b0ba31bab77282068117,0.002906201838336122,raffle
0x75e3c1073c71cb75b1735598fd85f81fdde551d6,0.00005662592429,raffle
0x8dbabc10c584131bca118115dc6eb73914c89c34,0.00002305823354666,raffle
0xac907b3cb603e54b2f1270d772bf324e943d5826,0.007053661130351212,raffle
0xb444692c5f6c8b4ef271c027cc0b608fecd3a575,0.0005,raffle
0xf3b9addede3f9be35c62e6e4c78db6372bae80e3,0.000344588828042605,raffle
0x17b7b52067dad0f084c26ff347a47b4394a65097,0.009361199922697033,raffle
0xa1fb7fa7d0aa54b9f0d2e88599387976bc1fdea1,0.000151885273901447,raffle
0xd86ea7323fa242347abb4fa59449fcfe15cd6bbb,0.002935808838544821,raffle
0x84d0c576b642c14d31cd78d2ebcae23ed958d487,0.000289000998588184,raffle
0x0a2959450fae21d734d06daf0c76f0913eefb156,0.000177927038664209,raffle
0xe5109ce6733b82b6a438381f5129ac2feab1ce42,0.000349321010652549,raffle
0x55c880de4d2a5c60b97b7e5a03d5d7a401578aed,0.001027165073381235,raffle
0x283939bfd3cadefa6f12e8118dce403a2a3a12f3,0.004064065011685226,raffle
0x72aef8a600f5d194993a14476e2d90df31689a76,0.000102224290715856,raffle
0x3d326c7e52d84732729ced69468b4a80f456c390,0.00131663597139049,raffle
0xf19aed29a6cd4f5a1b3c8ed79d987e3fc1dca853,0.000955553444,raffle
0xa45da48d0a108593e6e54849618103a4b94dc4e2,0.001153930022076409,raffle
0xf0142fecd89e3f5d50ae8f0f5d04cadcdf62bddd,0.000142204810104112,raffle
0x484ca9ab5a676c864c907dfc2ea01ff3458d9633,0.001,raffle
0xa6adb403392ff70a0ef71a928a2b45da8b9d661c,0.000018069910144305,raffle
0xcfb0bfa4810346cab59e01089ece2713aee60d59,0.001615471874435679,raffle
0xeff8331df85b5b7896d7aa70b3e40cf181836716,0.000200831500856639,raffle
0x46644842de73a3ed1fdec851a7de4fa463eb21ec,0.000009349940247318,raffle
0xad8d22b89e55490e72bb5b06971f47c4b329e8b2,0.000109091670421047,raffle
0xdaf8cc464cb337f1f9ca44331d602ee3a1cc9ca9,0.001190332571629332,raffle
0xef20a2c9fbed7e47e55d596b107c3ba25ca25df2,0.000029249289061077,raffle
0xbf36de73cea432eed58bbf3d45c6c56f621c04c8,0.000311110400891442,raffle
0x841d6116b3b6446744da6c69aac3e7f34b18d1f4,0.000006212004989727,raffle
0x0d369668cbc7a426656d68c7d4c1b1e95842b480,0.00013655643884131,raffle
0x0e07ecb7ea74b53f41a3c82b9ff7323512866ce8,0.00289015949319672,raffle
0x8ab913a71a9f181c4dfd051a52a9ec91dce41855,0.000851255701314544,raffle
0x5ae12fb098890b4da018dac646501f3aa1772853,0.000005719735548637,raffle
0x8b6b7e45a6b22c6e52eda1ed480e6386ff5cabb1,0.0001123,raffle
0x1405d7e44400824de19b24c6333d0dfa2f241774,0.000114207855156626,raffle
0xe2d9c8a247c6bf98e56bbd82b5b293e6a15bbe39,0.000002361249767968,raffle
0x42f3cac47e8cf2bf203f341607edcc956f4b6a2b,0.000019904668630121,raffle
0x8fa84759562491b2b92fa649971a236054f5c413,0.000325366859745565,raffle
0xf6fe5b2b625a237b9fe1eef2bdbc156d4866e28d,0.000545583420208512,raffle
0xae57c528d763cb5b56590b1180132a99553757c4,0.000505797636350885,raffle
0xa8f9a6138df799b9ff28ae5c4f9c4e722181fd2e,0.001876986336823972,raffle
0xc927203a5a0b048171857624629f47f24bcc48b6,0.00053321830652353,raffle
0x2be60b0fb138479f7333086cc2460620436a110e,0.0013037284605,raffle
0x0ea24ba038ccdf1784ba69a3446bf79d9da013b7,0.0004,raffle
0x199cf603c2f60677c17194331010c51bea71b33e,0.00002768469366369,raffle
0x29e6c5d260e4b800e5a2226afbfca66568310da7,0.000256591452139242,raffle
0xfe5b2ab47c94edd1e61738c96e29718dbb7d8f5b,0.000014682268756033,raffle
0xc12e49804eee20953ca6f3d4b1536bcf28adec2c,0.000270933033133,raffle
0x6d77fd16200168f1858c7962631c672c06b88dce,7.7282681146E-7,raffle
0x147eac1a96b0a1f29799e9290e78462fae4ee238,0.000061815962268151,raffle
0x10507388339b5a3f37146c46ac82cd31f39c900b,0.000054830047498791,raffle
