address,holding_balance,rk
0xfefea9427bef554cc572bc4e887a0b9642fd8f4e,4999999999699945896710705,58
0x35f68fac0ceca27335fbab87c9c526bfe9a31276,4895680584335862381823462,59
0x18ab7637702e57b448051accd5f47a38dc05369b,4807017936125543161476253,60
0x6b9c3ecd95acb9d64591261cc71997df4c96e521,4750000000000000000000000,61
0xcb450c8e269b8b96c944bc5b19c51100bdb4139b,4677436602517086016902860,62
0x364f4bf6928db9bcdb183d7e55de2c68c64fdca1,4629340498015505181789846,63
0x2020f42e976edb34703afff67ba14b0ac106a2ee,4571137115945803062490786,64
0xc672604d798d8cbd0cf2cc654099f82bd02647ab,4564991045519086796287928,65
0x2b777a23b87831c7ebd788cf98ba1627aba78e26,4516414205315864516033301,66
0xa8bb72e53cc08410295b3abfb8e9b5c896c854d4,4500000861706691952870283,67
0x92c8e945941d9a347b1ace011e8acc5dc75152bb,4454761991634951826182374,68
0x21c106f32e45ec16a377570ee4214d40e2e8a615,4452922978430889677541640,69
0x6808a2ab42dfb5e5d5b5c17a001810f79d6ef6f0,4361774418683569132418023,70
0xb7802764002a0b15ff89300bbdf0de80a50c5d9b,4302458175223977845294209,71
0xb70399fc376c1b3cf3493556d2f14942323ef44f,4296722751540823152847663,72
0x8bab3ea3df191475918faa5aa541f8a52d1744cb,4220478338502078052269516,73
0x3ca89d5dcab44333d731cdb4c214ad087f2fae77,4212694550258805121304530,74
0x9acf8d0315094d33aa6875b673eb126483c3a2c0,4050000000000000000000000,75
0x121d6990e624cfa09e3b785a2d13935941b29bfc,4017182156621302215473389,76
0xd3e7c6fbf2dcb17b97736649f6883c6f73cd0621,4000000000000000000000000,77
0xb5cf2a1bdec274e1912ef1fa284d4530ed8b8b6c,3990817497987542809003489,78
0x626358e33076453160a58ebd03cbaef3449f1964,3958603822996230739556003,79
0x9bbcdcb4bf4665ac620fde7d23ad697fa12e3cd6,3896693850652264733507863,80
0x04a3a5e85212095175e276506885f28cb9c8ad48,3789473691330111518157006,81
0x2c596426f4946e596b349c94b912cad7066d58a9,3771700061457149137240711,82
0xf0df547b76af0fef5f6959a96ec8a026132f236b,3750000000000000000000000,83
0x8f86d51142cb45e49498d144abb2304922dc39af,3694985486402288108384684,84
0x90fe6711e3c6d9e505f8baeab3a1e9af8cb1bf21,3562500000000000000000000,85
0xf4c21e77b1381f9153fc5bc75b6cf8436758b525,3454271979969469820705793,86
0xa4e93279ddf89d8dcc200956fbba176eac7bd3a3,3439887796548731160158365,87
0x3da00d8107de86885e1c826f4eb4e5551b97d419,3271879940709362615993110,88
0x51c25230335472236853676290062c8c7a0825b6,3182806113119172823495604,89
0xd7f4e01b66bedde8aa85300130cc6c7b9823942c,3174702102081910707132020,90
0xdeec79b884f0b1eca7e00878cf65dbf9a14da851,3170742740345631358840533,91
0x4419c54e81d83b029e23c8bf4646ec2c9c74a0f3,3170279760481009942920064,92
0x13317023bf6fe079ec1b4f2200e7b0a131be74d4,3077262033745196519373983,93
0x4d28fff050642611e125457e1564ffe23e74c959,3014573361399822582710995,94
0x70e7a6621f4cb3c3e073d0539899f49fc88424c0,3000000000000000000000000,95
0x0df481aaa715bb1de5bf4e3dbc7483b06009c7fa,3000000000000000000000000,96
0xe1da9e3ea9efc074ebffd4d2bed209b370705188,3000000000000000000000000,97
0xc7e1d64a46bdc4760ebc6e871333c2ad58c5eccf,3000000000000000000000000,98
0xa0be9112d0c73ae47cd2378be7cf934db2f7de22,2998350978015472743163935,99
0xf8122b1c674f74ce20d58458556a422c4ec07552,2993032279990493646142451,100
0x07edc87439cb5fba13b36ae866ed0f9cdd9c025a,2964318894788877490570024,101
0x9f0439c306e9f4a43d9223dce388170b15f725d4,2923928132335530890576104,102
0x0e07ecb7ea74b53f41a3c82b9ff7323512866ce8,2864739880512374061445083,103
0xb1a506146ca2ba7efd522ad313503c66c584257c,2821866748909485350069021,104
0xd70ab82dca628365aac98622fdb9239371130511,2812500000000000000000000,105
0x131fb2b873a3a67a146342e62d9964a18b5b541e,2791176725387658045416351,106
0x3d7849b4114c56d10ab22fad7cdb7acad40a6164,2693955303818846015467802,107
0xd3048a8776d6fba57a0ec51e026ace70cd7a14eb,2689972151824867384849747,108
0x2cbc4d4eb5e5cdaac80bc93c11028bd39aa2f4b8,2660626574575055126716636,109
0x4958cde93218e9bbeaa922cd9f8b3feec1342772,2620078255171476379995240,110
0x17bc0df3b03a507839cc64bbbd00dece59d7f2a1,2602239583657989187946774,111
0x3b6d4a2eccf0e716e61b4fd6efa8e2fc1b07882a,2595350432676495102190395,112
0xaa51efab3d1fc8909551e8682ed5506729b7f328,2559993463019492672239457,113
0x93e029d33955c190b775e08e6bc302096e035f2e,2550722009765319979509839,114
0xfefa80407dded2a762429e8712bcc8ee2a0b46b3,2540533956562452424813611,115
0xce17518615d60fac753ab477d8a4a7e096e7ec55,2500000000000000000000000,116
0xc339fb1eabff9ed7482d41f7e7b6c05eaabf836b,2493357242289783066551759,117
0xc2e8103353692f197c78fd4c49df11d2870898d6,2482972071705251934677078,118
0x813f98acba50e959a2b561e5d1500b114511a612,2467273914078176920674546,119
0x91c9fd53a5411a2007f42bd1e5c9fc65a44182c7,2432141840896140965855569,120
0xdf23bf18ca70ead6da8820e5b03ae29d98fbf61a,2404947712276465829427559,121
0x5fb36c08124a78edb09a990f863ba1982580016d,2398781000406270202530716,122
0x052452842f60a3f0d61a5fa799933940f0cc4c56,2387675528294816219295126,123
0xeb6dac11a9939b575690298ac00068c230c29ec2,2372455058603681357492020,124
0xf327083ab2eecfc8030988e324e790c55a09cdd4,2356345682586182816985210,125
0x17e09306ea86aaab8ebc0ec256c7044e9e617774,2332761257319594385454974,126
0x76e115f2eb0624cbe47c7a87ceb87045474193b6,2319349580432271804659946,127
0xda003fe3c0c8c2b496188f03f080341f147f879a,2296880015182121328903998,128
0xd56ee5ba5a52e15f309108bdd6247c69b4f624c2,2290039027396106057625877,129
0x73e1fd1298f1e027d8731e0e95d3a82dcbffa4c8,2268564086061362921032340,130
0xb935e82b906de69d4e2ed9e24320067ec98353cf,2250000639289358014520813,131
0x7e19c25679a5f4cc1351e80d428ebe6df929adb1,2240218709284072848005837,132
0x12ed2d872a10ba08fc7b23e892c99969a44b177a,2211505838687954711467013,133
0x5c84ea06b52edefa49418409a4a981fbf942e178,2188551749876065997717889,134
0x9c8d8642c20b568f9eb4248cfe49bb220451dcb0,2186495542598103849785542,135
0x1c6466a8abe66eda2742627ed80dea5b7480f595,2150494408439706803479065,136
0x84cd67d2bcb28694b7b02ccb9736bc9547181588,2146285918451651629795907,137
0xa32045160c1ee1ee6848884c50a60b15146f71b7,2143272431585544289691457,138
0xdec3035cf641c64876770e1fddd003237a6a95a4,2057962939738913926985551,139
0xa315b211a8ca510d6889a07574623fa5f1569423,2055102259596924255852548,140
0xe584ba1f5085183e87ddb43848a6098ab2d1673a,2042965719551669912819522,141
0xb1e302b3a3b0de2173c1a1c2de19d2868b7c446d,2000000392128378182245922,142
0x668c6f75486d6882a1aacf7bf03eee605c96fdad,2000000000000000000000791,143
0xfef2876bfb621ff72de4089aae7ee838c69468e9,2000000000000000000000000,144
0x7bf6b08c66f0b576ed6e338896e8ff06a5674dfe,2000000000000000000000000,145
0x923942c60ca5cb873988d034bb11c8aba8ab1818,1993191301017783491348902,146
0xcbaa21e461d7c061706f9f5a101aa38d99b71d29,1939958937206969061645342,147
0xa16e2a2a5fd19f6c6347f3a5a7ac0187d6da2348,1905958323271978966614217,148
0x353bd2e5da5f01707dfad0dd86907561ac66cc38,1888575673915231437571045,149
0x5a09ef7fd95da70f45381153ad0545c362cb55d6,1881043469312442302874081,150
0x0952c6331c968806a3a7db22a571f7edac5207d6,1860919738350852632226048,151
0xe4d715ea7ea330b9ecd9b4295d23aba496cf7ab2,1829488875874883099487238,152
0x9667589d315756eb6ab36698712ab48576b73a7b,1819813881173359498598740,153
0x5ecb2831f504bfddb6ce38272f46145205a78c7a,1795084052405999196860760,154
0xed7797b4d936c80450eb3b738a7a0af9ad0d8f88,1790639185884894051856759,155
0x502aba806d3b174a3323ccc539ef4a28b0ea6eff,1728092907070132097664387,156
0x38e7b29f0abb28ddd8db78327d306020fc444bcb,1715855766002070193794918,157
0x01f7c7f4eddbb6ccca3e1b621a065eba7c2fac7e,1668845706828047348234243,158
0xc2a12bce5027eb4b19188504d1331b10dd236a4b,1653044892153977350499347,159
0xe86531c69eb9301819d907601dbb4c133e008f19,1630933876461544556430437,160
0x1ca07f5ae2876688e6975ec165ca9f8040f2e666,1587367826781883871075060,161
0x3fc820cb2c9e3f5876b9d2b2e195e2a996d5f111,1580000031289930720952301,162
0x9a214e4c8ec31632ee3057d3e64f58ae63c2f801,1543608875807703805222547,163
0x6fd330d819ef9bc74aad98bbeaa8ea02d1ab9fc4,1536227950268486149267159,164
0x3759baab6882ab87607660cdbd17b448e5e7e18d,1518868782513035714575651,165
0x0573e4ddf8459206707ca15c9ef332c149895e82,1507064112529237952716583,166
0x20b5b89d71e8114795c80ba9f9158296e5ccd095,1500000000000000000801332,167
0x8e1d8647a723883571c83f3a64d536ca8ea5bb15,1494322910606559351860159,168
0x50918c0d6e3010a6772fc027e6d2ad434079ee0c,1488304016686752850327821,169
0x26ca66a755344c36214c227c3033861d5268506d,1475209429739146396776382,170
0x38cda0c4da36ed86ee5cdcaa5e3f4ebd3030e167,1471456847766340621840712,171
0x491eaf2a4965621378a7fd75d1fc13d7c2e85d3b,1460812999784557185975403,172
0x79cb2e8d9e093d2a0c9208c06cb5cd70145ff8b5,1450377591462463723621739,173
0x42b80685a82fea18072640092b8e344a4748f986,1434182090965452199510727,174
0xfb02ac5b058b6de68a23c8400344d64c49de08b9,1429203485344344117911180,175
0x6bfce1bdb618d60d81ad04a583f5b8d70afbb8d0,1426792725274078995829276,176
0x94cc7a78732cf4f713513db80bf78844bc5be452,1415509020036086424009965,177
0xa37aa51ed9e1cdafc3093b3564e0dcd4a9fe501a,1400000445316666676206677,178
0x8d9786606de0e0042983152b8b095c5180cfbfd4,1375728064664057883900992,179
0x2c7b2c0e07dc695d09945a59010fd551914f00ea,1350117296232026093654152,180
0x7a8d09b0b09b52b4f7ac6ea55d8e864cb95f60ba,1340473407091478693771795,181
0xf06df342b2adc1da0b47ee12f03a3b2a1b49ed34,1334558516373832511362437,182
0xe226e0f106da3f405f0cfccbacb064c95f3f123a,1326977912276522755385552,183
0xde78a646c581f4b253ab49859590fcd427db2aab,1325811176275509140129265,184
0xb5a2e48f3b6b61d1d59877c8046e7c2c59595e4e,1325093504756974684224060,185
0x14fd7d24ebf81196dfd6d3af740d5024071859f8,1306964447390709635053962,186
0xb6598a768658a00264162e87ece81f8e2ecee141,1305773927328724774112687,187
0x73068c3ea3d71c1ac18df7235bf2d21d67d29599,1291433192659947517009934,188
0x31c12545c3a565a1e191e986c5cb24d0dcba07d5,1265124805438076990324329,189
0x63ef8c6a37d02d3066fe772273cf22bee67d1649,1263425377706311505352470,190
0xbb87b97cd47033dd47363f692b29298f574cf113,1258480206537063204866168,191
0x9e8178f624a00a243f31a4c034215f07b79db8a4,1247599778163274397369245,192
0x704e08418705e2c612185f1ca10cb5aaf432986a,1244916958111660321677831,193
0xf1c2503605bafd04811248254abe984d58d24484,1234156327285855299830836,194
0x4c1bb7635d7ceca02ff8121a737bf4ae6dcf45f1,1233065129649810345588049,195
0x36a51c5739426ea4fc35f774f9838d43186a700e,1229494373616052286027047,196
0x00f9212532b6cacdcfde1ed95b58d54f8b0b068d,1220727745252565465242522,197
0xfe277aa25a4f65a182c0ec135854794eb7131e79,1212318966426303907825805,198
0x646b14a3a0a24038b24b4b13b66d8dfea04e801f,1209600000000000000000000,199
0xf0ee6f587a761b07fab8eb0c2b31a588b068182d,1209313107588347555051924,200
0xc5d986b1062940d66dce7ccbdd5ed2edb5c8b629,1202311175064466765323806,201
0x44236efb5bb9dbe73507dc9ece0ae4c53a7a193d,1202040813989686648869726,202
0xd7452a9b513c7d0c98144132aa1db8e9ca0224c9,1200000823482635251248436,203
0x2f2f942dfb05dd780f92400f02a88f66099e2904,1200000000000000001313757,204
0x3d7214e94598e4c9775028464ca604b11c7e5af6,1198724507977715404608131,205
0xea975ed81c7c35ea4270ad67ae6184a04dd2ec92,1192762992983472049824676,206
0xe0f29f73c015251fc907eee9303f1d5c9e664917,1192031295572361955363932,207
0xc1e549320f048d8149d5b0cb9cb268da59f1f2ad,1189932646982775422581176,208
0x16f5ef133d0d15b196a778d22bf1ec56f8f37c05,1156314754036407465096087,209
0x54e4920271181218c026d014b43bd9d070d3be55,1152607881561490000466345,210
0xe9fa8c1b4e0457844449b240dafbf97b7e748a2d,1149405808985696817137677,211
0xbd6eb9f69f17b6310cc8cf6c536b1debf84b2ddc,1144783566361719210407621,212
0x37c2a979a32ac33153d963d94c5313d56c89436c,1142862244246978460486500,213
0xe2a12fe303e34631c750eeb1786b6592d4b6eaa9,1127680332586239191309290,214
0x1a80aa2cb89215a2852e4be7a3b5102640984374,1123487135153648820582352,215
0x1341df844780b66af4ccc98ae0f34be87eabe1d5,1122215713092439043348965,216
0x7a55aae410ff412f39b023e9b5e2e5dbc9a58f68,1120143293832463482190300,217
0x711281c1b26aaed86e40e4caaf76c1962b45e161,1112950273997233683479023,218
0xec0781f91e0c42bd9002469b6da758aaa99f102e,1111237285501342810120770,219
0x467e34b3f40298364cf506636be5a3b1be50d0eb,1109081576684086533786855,220
0x95f8112130eff0e2d512f0b911f1081d20e9e34c,1108689710428899496767903,221
0xc966a7d258782047b4bc0dce3b1997ceb94e0b97,1107524546758734611179263,222
0xa7770bf6dd252985e070d6d4a81e158020aa7ba9,1105917610586597568491249,223
0xf777094ba238ba665c7b2cb44f70c9d11a72ac55,1105399892484834278090175,224
0x1b49bad8c51c1af18fe4f4dbbfe46e8863f68f83,1089413819602139552908534,225
0xeb87eca53d7bcae1a18ec068cbc19e2ada5b6cb8,1084648533564519069807111,226
0x823b6b8da270906f0a231223e46edb5bdea3ff13,1080462671019289746560664,227
0x80b603bce2d8cc3acb43b6692514b463a16fb425,1075220301879704079365530,228
0x48adb20bbc0026619496eb78bab389b5a2f76f8d,1066065022933533832908739,229
0xfda66c5f67b8d76102c7701a356638884d09340b,1064133223032891903773048,230
0x4cdd192d1e4fcc9d7263873af273b578bb678205,1058902000000000000000000,231
0x9ab6164976514f1178e2bb4219da8700c9d96e9a,1052859268236326406322630,232
0xc004c00262d9a4e79d92f732b0e11ba3ce72bc45,1047351175886051950446659,233
0xaed8f2678c6cb3c06149dd860564e5e1d12f2546,1047235790476284881485207,234
0x45480687fc9870962dfa1ee7cafd634610f175d2,1041301233775935032105104,235
0xd02c337a600b0fe9ad0b22069158fcc4e61ef2b8,1030197586566227412926474,236
0xaa203b07fcf7155a377cd6b220418f9d755eb991,1025326339571934951036338,237
0x2917073642ed89da5dd08b738672e60af572a75d,1019225978025042008332223,238
0x49aef3924a006cb6eaeaf2c2dc627fe1026f86df,1016666997585633896455434,239
0x91143f98f4347a863f42a0c9307629ba048e84c2,1015654386052834496701464,240
0xbad979702a09841a7672fb6e3c12c3368dff2a19,1003230117396409669242169,241
0x6dbdec03dcdf27b41ca9cc7a4d38b790db3fbc85,1002426678396422843275123,242
0x84d0c576b642c14d31cd78d2ebcae23ed958d487,1000036275525946687897629,243
0xc16ac46556adf7ccd8c909c4a6678e89a08ded76,1000000210601754329476623,244
0xf3406636e107652e4c87b4704ce7b3a81a683750,1000000036612957749887562,245
0x54f13c4184bbf40d95a4450a6f0da17d019c32ae,1000000000000000000000000,246
0xf5d0318692f822680b733955828a25507f031c95,1000000000000000000000000,247
0xe601d91bc64025b2e59504bd5389065238a10389,1000000000000000000000000,248
0x3ed5f464a3cd3c5f0c011a6977e2117d3d730119,1000000000000000000000000,249
0xf71e42c118a4356510489dff90a3a6ec1becd6ab,1000000000000000000000000,250
0xfdec56d3fbe2c5bcfe4ebc5320c036d33e03421f,999999999755466460130931,251
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,997244078659403565506828,252
0x47feaca3688964802e4d9267922a63497bb15d6c,994775820218645023547969,253
0x0241dfb8165dac08d3f78cb931cf46d110f16733,980159027805491548159358,254
0x247bcdaaee715428a0a8b02b79a641c051f3a111,978921623784736908180343,255
0x1ad70bc7ac98539dada8f97360d353687f6c29d6,976625259517613228020122,256
0xa47fa7b792d828b3c1b41d50620b8f8bd55ee93b,938982846916613649390882,257
0x7508bbfc821656b23a2db9bdab0bae8b52cd12dc,937979429468441814340160,258
0xb0fbaf50b5ada3bf64b69bdc89ee5c3176fc637c,927236184079556953429189,259
0x2f16c5ae6f07aa2b85c6b71e9179ffcb47045677,923595467200975863701674,260
0xd93027aa5e164bbe2d87942bb1754a46e158cfde,921913906604219871119522,261
0x91a7781356735a74aa69bde618b5872c18328754,910273727291022867604597,262
0x831b34dd54b6eac9fc3372345aea99f997363f11,887038286660460614002764,263
0x296d6d120322113114f1acd8d24e4644bc6ca720,886554861710705003285970,264
0x8c8f7f7f23aea0086d3cf2b1a3e73394a03eca50,883212538855753078322188,265
0x6273889265b486f356fd173ac146f4c41c3578ee,880838201390928270341167,266
0xb0c4ac806fbfd0459eaeef5265c2af3582a87d7b,880494629387489511307157,267
0xe50bcc227c2eaea1c1292e32e5f54bdd90e35ed2,878629862069589080753549,268
0xb3eabfdd364b27036039b2a6122b381a0ca9f84a,870989508584716122850494,269
0x446fcc3022cfc5c931fa06badfa24a973376c23e,862760097959139894575357,270
0xf9ff2411eb26bf02fa799622d9c431478e2872c1,851197644433591049470957,271
0xa9daa3ecd0a49750b144c5e113ebb2220efd4494,850353256896973751668888,272
0x4bab23ebb08679d2222c1b971af486aa8a20d06d,849577479004654847486239,273
0xad615f88d4483b80dd415a0cf533c027d6ecde01,833357184041331329778836,274
0x311aac4d6a2ca079169c6da99aba5f853c6ecaa0,824192194811349715614107,275
0x1eb50690034288cfed700d757593b5bb27c965f4,820263900000556095356021,276
0x0e76efffaf96afc1ad1d0c66eb97402ed923364b,818385810222679817172704,277
0x67a587fb48fff34ea0d37d72b2c40d871797cdd2,817111495591474541908484,278
0x5349f02a0bfe1d64a188be11a43249e325ae298a,800000002529340268298670,279
0x1a5b42d1d563a3c90875d96926954fa7f06e5d7b,800000000000000000000000,280
0xa4d2ff8a495146aaca5b59cfc98345e31d12fce7,800000000000000000000000,281
0xe031e25f39059ca562beb2ca8b686a2ef254779f,797403410679415537590134,282
0x276c128b2bd12fc4953e63a393e0e2c98dd667f8,796605947578034127221418,283
0x77432c5b3056d2eb4e50be91149585218bd360a0,792486558433043774568369,284
0x185d17b064d163724f4e73e0f59fe7fc4089e988,783007126471180519720600,285
0x18b304c146eae4b4fa21050a9b0e31294b118d36,782142013463968223891914,286
0x0c50437e89be747f43a003ee957c42c634be9462,780000000000000000000000,287
0x30e28648e903f077f120e48330b005822760ddbb,772618957981039106948136,288
0xe65c56a11fd4e155b9471d1c65ef6fad0db61e92,770656490378467699200715,289
0x8c8910e0623ba5bea1e79c409adbf57f21b377be,767726327333420318652032,290
0x269cf46cdc39d65866f709dc26f21544146986dc,758697390460101237798421,291
0x5dc5f0c88c525020da8ace9be93149ea18de31a7,743110302685927080995193,292
0x0fd956593c0bee36c79e25d2552c87c79327b35a,741959336433932759414036,293
0x2ec19e982172ead28b312a07faf25105fb3747d8,723344592408589106229664,294
0x69d1788e8f893bf89c038c3b688d79c5054ae6e6,717783157750152129667023,295
0x0701894a3fae651650600ef63a45cc00ffe13dcf,713135629121695650609621,296
0xcf2b7c6bc98bfe0d6138a25a3b6162b51f75e05d,708840985030129634314510,297
0x53d13c26dc785bd4f1ee91e7321b828b1573e2a2,708787366424554638820763,298
0xd7c2fbf5787d535709f2732086416a69a7917e2c,700000607356009764538261,299
0x73592a8c39b496b8d6cf09d390e88e97d424e8a4,700000000000000000167517,300
0xe3e60bc00611e5606c0c2c70705afffdfeabecc1,700000000000000000000000,301
0xe836bdf14e6f4be471b23340bedbfb086cbde098,689558133978570144284164,302
0x31a7eff709d54aec82a3772522fc011227ce9652,684964092749722361947366,303
0x2e8ccb712dba8d8f39f0903e3a2bfd574e6904dd,677928883870154379438317,304
0xf8f2f350f7918910262e733be88c46edfdeab7a9,674958570320933553218226,305
0x5e6ae4983fde924207088eafa9ee367ce0ed0bc0,674643039161109196356124,306
0x967b074274cfacdcfb1237b9ffac995ba9e08876,666190646332128497428482,307
0x1afd4911ac5c7d19ff382f59732389528fc99dad,657132411577592046179024,308
0xe64dbe5ffa7578d34e6eb79eb694e02fa0e19600,655082216853742397628251,309
0x2d52f7bae61912f7217351443ea8a226996a3def,650707446878256724753129,310
0x25be2281deb6b7e54b90e2e1e0e08c5f91a9d9b7,650000000000000000000000,311
0x37efebbac728304ad5991fbb505d3812f44f1239,643250672392835399801761,312
0xf0c8a98e7ded596e970aa586497507122f5d4e56,641914692606629290194353,313
0xfcb3def5301543b3995dcb22e17413549eec2858,638332189531519550137312,314
0x467b79bb2d91748bec0d69fadf5e6ba55cfb3653,637726216545954772324877,315
0xc1867bdc8cadbd116ed507cbd0ed0fb2ff926cd4,637556221906581054828803,316
0xd5f83f2d001ff45c472a6a44211697b3479101b9,634618564776902904118224,317
0x163984ec6b01dbc4ad3450502e5b228ec352afac,629160746783493847596348,318
0xc60861680f748fb8164e392dff70ece0577b4389,627432201648857808135575,319
0x266b3c0ef0776153d66a070a6361580758255245,627219466309685382823293,320
0x9f2301960df3d3c97d891362d716f42e93d35d1e,624075970894351313599219,321
0x98d840b40d060c9805a5b81ed04133a193e0227f,622308356655884665524855,322
0xeff7a55ee412d204285ef039622715e9aa139b1f,618487253092770601251278,323
0x5de8cd948237b606ce6e941c8ccbfba0c7d1fe80,616545978060027440476526,324
0xbcc482c1108790e4b2b682f2430d1caffcb8418d,609375000000000000000000,325
0x708e5003af04ea9e71458c58f9d45b22fa9cecc7,606414957426402886308468,326
0x1e43ed471279bfd15fad46e377216ad4c741e38d,605439312633368606221383,327
0xdca159e27bdc295e185ca3ccfc91274aed9be5b9,604858295914397790025783,328
0x9195bcd64d01c55a495f67364ff1d24c9df59540,600895342087124276417437,329
0x78a2c0b1b4a64359d68528fab6e7018a013cb603,600888216715672854332434,330
0xcfb0bfa4810346cab59e01089ece2713aee60d59,590308507422382326867596,331
0xee23f4bc1671d048a8e592aabd0b2be497bcb5c2,572670023543048050874637,332
0xa0d41b7a3eac49d4b6c8adb68972c804383d1091,571742719505790733408106,333
0x0354731cd99e79dc60da4d3f35b0777393b0746c,554199392539450720943280,334
0x0ecacfdf0d4ec9a724b0aa7959185b888dd7f18d,547585249100441477799962,335
0x047a1c1521a3e6632837aa724d6e503f0d5d0558,544631600491577054249298,336
0xf53823a421de589ae581c3a4760b9015ef6d27e2,541729028630873317408533,337
0x89a6e5163158cc7a63e07f06231628c6ca2e7ee4,530693695135831853965274,338
0x2beae9f24b0e70f070371993acaf31ebec92f66d,528086710101051419829837,339
0x897be84f543864d8a9ee4e029508935af545a1bd,526959628226473853694666,340
0x9945bbb5a4e826be16364235914900b7154ed97b,525209603512815225446049,341
0x9260ae742f44b7a2e9472f5c299aa0432b3502fa,520000900968872092028994,342
